City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
34,cape town,36.6211,-121.9178,15.74,80,100,4.12,US,"Dec 05, 2022, Mon, 17:00"
35,bathsheba,37.1326,-8.4551,13.71,92,46,4.46,PT,"Dec 05, 2022, Mon, 17:00"
36,castro,-9.4743,147.16,26.53,78,20,1.54,PG,"Dec 05, 2022, Mon, 17:00"
37,pacific grove,-34.4175,19.2361,12.69,68,98,1.92,ZA,"Dec 05, 2022, Mon, 17:00"
38,nizhniy baskunchak,6.8137,-58.1624,27.16,87,58,2.21,GY,"Dec 05, 2022, Mon, 17:00"
39,port moresby,49.4124,75.4705,-27.24,98,34,1.69,KZ,"Dec 05, 2022, Mon, 17:00"
40,hermanus,-46.5988,168.3434,10.52,62,73,4.17,NZ,"Dec 05, 2022, Mon, 17:00"
41,udachnyy,65.9516,111.4918,-25.07,97,100,6.95,RU,"Dec 05, 2022, Mon, 17:00"
42,karkaralinsk,-46.1927,168.8643,10.27,90,97,1.57,NZ,"Dec 05, 2022, Mon, 17:00"
43,bluff,48.7859,3.0292,2.86,98,100,1.34,FR,"Dec 05, 2022, Mon, 17:00"
44,severnyy,-9.8037,-139.0426,25.68,74,92,6.98,PF,"Dec 05, 2022, Mon, 17:00"
45,aykhal,61.6789,64.4834,-17.86,100,96,2.28,RU,"Dec 05, 2022, Mon, 17:00"
46,mataura,36.0726,-79.792,10.3,54,100,1.54,US,"Dec 05, 2022, Mon, 17:00"
47,saint-augustin,-22.4495,18.9725,22.64,16,60,4.65,NA,"Dec 05, 2022, Mon, 17:00"
48,atuona,48.5453,-109.6775,-8.83,86,100,7.2,US,"Dec 05, 2022, Mon, 17:00"
49,kommunisticheskiy,54.3127,-130.3255,2.69,74,100,3.6,CA,"Dec 05, 2022, Mon, 17:00"
50,greensboro,73.5084,80.5124,-4.92,96,100,5.9,RU,"Dec 05, 2022, Mon, 17:00"
51,gobabis,2.0349,45.3419,26.77,80,17,6.73,SO,"Dec 05, 2022, Mon, 17:00"
52,havre,-30.8249,28.9218,11.49,76,92,0.59,ZA,"Dec 05, 2022, Mon, 17:00"
53,prince rupert,19.7074,-155.0816,27.33,78,100,4.12,US,"Dec 05, 2022, Mon, 17:00"
54,dikson,46.2239,-63.2577,1.05,64,20,3.09,CA,"Dec 05, 2022, Mon, 17:00"
55,mogadishu,-25.0564,-55.9224,26.18,69,65,1.42,PY,"Dec 05, 2022, Mon, 17:00"
56,umzimvubu,-42.885,147.3343,13.6,65,75,4.63,AU,"Dec 05, 2022, Mon, 17:00"
57,hilo,54.1291,79.2367,-22.75,100,40,1.72,RU,"Dec 05, 2022, Mon, 17:00"
58,clyde river,54.7792,-127.1761,-11.82,72,20,2.06,CA,"Dec 05, 2022, Mon, 17:00"
59,yhu,-13.71,-76.203,21.94,68,0,3.6,PE,"Dec 05, 2022, Mon, 17:00"
60,hobart,24.9264,125.2411,20.02,83,75,14.92,JP,"Dec 05, 2022, Mon, 17:00"
61,leningradskiy,45.3584,-73.479,4.95,60,20,8.23,CA,"Dec 05, 2022, Mon, 17:00"
62,smithers,-21.2078,-159.775,25.03,88,100,2.57,CK,"Dec 05, 2022, Mon, 17:00"
63,pisco,-24.8826,113.6576,20.81,73,70,6.99,AU,"Dec 05, 2022, Mon, 17:00"
64,hirara,-53.1626,-70.9078,9.16,43,75,8.75,CL,"Dec 05, 2022, Mon, 17:00"
65,saint-philippe,2.9205,172.9189,27.28,80,98,6.88,KI,"Dec 05, 2022, Mon, 17:00"
66,avarua,-31.965,141.4511,18.36,39,70,4.73,AU,"Dec 05, 2022, Mon, 17:00"
67,carnarvon,59.7035,30.7861,-6.06,93,100,3.38,RU,"Dec 05, 2022, Mon, 17:00"
68,punta arenas,16.3406,-13.9481,28.08,29,36,2.84,SN,"Dec 05, 2022, Mon, 17:00"
69,el wasta,71.2906,-156.7886,-1.99,64,0,13.38,US,"Dec 05, 2022, Mon, 17:00"
70,butaritari,-13.9974,-171.4289,27.34,76,55,3.5,WS,"Dec 05, 2022, Mon, 17:00"
71,broken hill,-21.1926,-175.1773,28.16,83,75,5.14,TO,"Dec 05, 2022, Mon, 17:00"
72,nikolskoye,57.0503,-135.3351,3.99,75,100,2.57,US,"Dec 05, 2022, Mon, 17:00"
73,bababe,27.971,-114.0364,19.78,69,8,8.3,MX,"Dec 05, 2022, Mon, 17:00"
74,barrow,-11.0422,37.3351,22.24,59,44,2.68,TZ,"Dec 05, 2022, Mon, 17:00"
75,samusu,-28.7708,32.0578,20.81,79,100,6.87,ZA,"Dec 05, 2022, Mon, 17:00"
76,vaini,-22.9663,-42.0244,23.59,86,100,9.63,BR,"Dec 05, 2022, Mon, 17:00"
77,sitka,-30.1657,-50.2183,22.13,90,96,3.97,BR,"Dec 05, 2022, Mon, 17:00"
78,guerrero negro,-33.6445,115.3489,13.88,71,0,5.12,AU,"Dec 05, 2022, Mon, 17:00"
79,tunduru,69.2197,-51.0986,5.16,56,100,2.06,GL,"Dec 05, 2022, Mon, 17:00"
80,richards bay,21.7252,96.6036,17.27,87,2,1.8,MM,"Dec 05, 2022, Mon, 17:00"
81,arraial do cabo,32.6811,-17.1041,19.18,77,100,0.67,PT,"Dec 05, 2022, Mon, 17:00"
82,cidreira,71.9819,102.4715,-32.76,100,14,2.12,RU,"Dec 05, 2022, Mon, 17:00"
83,busselton,62.5838,6.1242,5.97,75,75,6.17,NO,"Dec 05, 2022, Mon, 17:00"
84,ilulissat,17.544,44.2247,14.59,36,0,1.13,SA,"Dec 05, 2022, Mon, 17:00"
85,kyaukse,22.8314,69.3508,21.68,33,0,5.43,IN,"Dec 05, 2022, Mon, 17:00"
86,ponta do sol,40.2917,97.0449,-9.37,87,100,0.99,CN,"Dec 05, 2022, Mon, 17:00"
87,khatanga,35.753,140.8201,5.68,86,100,11.41,JP,"Dec 05, 2022, Mon, 17:00"
88,roald,70.6194,147.9024,-37.88,99,39,3.22,RU,"Dec 05, 2022, Mon, 17:00"
89,najran,19.3481,83.7833,16.16,73,58,1.53,IN,"Dec 05, 2022, Mon, 17:00"
90,mandvi,49.783,-74.8573,-7.14,90,96,2.04,CA,"Dec 05, 2022, Mon, 17:00"
91,yumen,47.6577,-52.727,4.23,96,100,0.0,CA,"Dec 05, 2022, Mon, 17:00"
92,hasaki,45.908,13.5165,11.04,97,75,0.51,IT,"Dec 05, 2022, Mon, 17:00"
93,chokurdakh,-0.9248,100.3633,24.48,89,100,1.73,ID,"Dec 05, 2022, Mon, 17:00"
94,gudari,-42.7802,147.0615,13.42,59,92,1.34,AU,"Dec 05, 2022, Mon, 17:00"
95,torbay,-15.9277,-5.7161,20.33,83,58,8.01,SH,"Dec 05, 2022, Mon, 17:00"
96,fare,77.4686,-69.2223,0.73,86,100,7.39,GL,"Dec 05, 2022, Mon, 17:00"
97,padang,42.0355,11.8679,15.16,96,16,5.56,IT,"Dec 05, 2022, Mon, 17:00"
98,new norfolk,33.7241,135.993,6.6,85,42,3.08,JP,"Dec 05, 2022, Mon, 17:00"
99,belushya guba,11.0396,20.2826,24.54,23,49,3.2,TD,"Dec 05, 2022, Mon, 17:00"
100,jamestown,69.7522,61.6623,-13.51,83,81,8.68,RU,"Dec 05, 2022, Mon, 17:00"
101,qaanaaq,-17.1295,143.9242,26.85,48,3,1.18,AU,"Dec 05, 2022, Mon, 17:00"
102,santa marinella,56.6443,-2.8882,2.88,86,85,2.53,GB,"Dec 05, 2022, Mon, 17:00"
103,shingu,-0.8614,134.0767,26.61,79,100,2.56,ID,"Dec 05, 2022, Mon, 17:00"
104,am timan,18.5602,-74.2581,24.54,70,5,4.44,HT,"Dec 05, 2022, Mon, 17:00"
105,amderma,70.4851,-21.9642,-8.76,43,64,0.82,GL,"Dec 05, 2022, Mon, 17:00"
106,mareeba,-8.9266,125.4092,15.66,70,86,0.68,TL,"Dec 05, 2022, Mon, 17:00"
107,taolanaro,32.2994,-9.2395,17.97,82,29,7.34,MA,"Dec 05, 2022, Mon, 17:00"
108,forfar,-15.1951,12.1458,21.2,79,30,2.09,AO,"Dec 05, 2022, Mon, 17:00"
109,manokwari,24.7964,85.008,11.65,51,0,2.35,IN,"Dec 05, 2022, Mon, 17:00"
110,moron,48.4246,18.6414,5.81,92,100,2.86,SK,"Dec 05, 2022, Mon, 17:00"
111,illoqqortoormiut,58.3898,13.8444,-1.36,93,81,1.34,SE,"Dec 05, 2022, Mon, 17:00"
112,airai,-16.4824,-151.7338,25.85,77,76,7.99,PF,"Dec 05, 2022, Mon, 17:00"
113,asfi,65.5336,72.5114,-15.32,96,61,4.04,RU,"Dec 05, 2022, Mon, 17:00"
114,namibe,-10.4569,161.9202,28.39,76,100,2.22,SB,"Dec 05, 2022, Mon, 17:00"
115,gaya,16.5605,43.89,12.77,38,0,1.95,YE,"Dec 05, 2022, Mon, 17:00"
116,nova bana,-6.9882,106.5504,25.4,86,100,1.29,ID,"Dec 05, 2022, Mon, 17:00"
117,skovde,-33.6938,-53.4561,21.01,79,0,3.73,BR,"Dec 05, 2022, Mon, 17:00"
118,faanui,78.0654,14.2172,-14.22,84,90,8.98,SJ,"Dec 05, 2022, Mon, 17:00"
119,nadym,-12.1215,-77.0259,19.54,73,40,5.14,PE,"Dec 05, 2022, Mon, 17:00"
120,kirakira,27.8734,-0.2875,20.12,21,0,5.14,DZ,"Dec 05, 2022, Mon, 17:00"
121,umm lajj,-20.3472,57.7647,24.31,88,75,4.63,MU,"Dec 05, 2022, Mon, 17:00"
122,palabuhanratu,20.202,1.0125,25.47,15,87,4.46,ML,"Dec 05, 2022, Mon, 17:00"
123,chuy,-0.7149,8.7797,26.99,94,40,3.6,GA,"Dec 05, 2022, Mon, 17:00"
124,barentsburg,-37.61,-73.6559,17.19,72,1,2.37,CL,"Dec 05, 2022, Mon, 17:00"
125,miraflores,53.4066,22.7984,-1.85,93,100,4.47,PL,"Dec 05, 2022, Mon, 17:00"
126,adrar,50.2296,17.2046,3.71,93,100,0.77,CZ,"Dec 05, 2022, Mon, 17:00"
127,bambous virieux,-19.0534,-169.9192,28.28,78,75,4.63,NU,"Dec 05, 2022, Mon, 17:00"
128,tessalit,2.6193,44.8936,24.98,82,15,3.31,SO,"Dec 05, 2022, Mon, 17:00"
129,port-gentil,-43.2991,-65.1057,31.16,15,0,10.8,AR,"Dec 05, 2022, Mon, 17:00"
130,lebu,66.148,-65.7173,-4.86,86,100,5.14,CA,"Dec 05, 2022, Mon, 17:00"
131,monki,62.1575,117.6463,-19.16,98,100,2.3,RU,"Dec 05, 2022, Mon, 17:00"
132,jesenik,51.5082,-2.3937,6.39,91,100,1.79,GB,"Dec 05, 2022, Mon, 17:00"
133,alofi,39.5593,-2.7038,9.19,89,100,7.25,ES,"Dec 05, 2022, Mon, 17:00"
134,wanlaweyn,11.2997,-15.8335,27.14,69,76,3.16,GW,"Dec 05, 2022, Mon, 17:00"
135,rawson,-34.012,24.7433,13.88,90,2,3.51,ZA,"Dec 05, 2022, Mon, 17:00"
136,pangnirtung,36.1866,50.0641,1.23,100,100,0.0,IR,"Dec 05, 2022, Mon, 17:00"
137,suntar,34.8992,132.08,7.76,63,75,5.93,JP,"Dec 05, 2022, Mon, 17:00"
138,codrington,66.0433,-17.341,-0.33,80,95,4.89,IS,"Dec 05, 2022, Mon, 17:00"
139,vila do maio,48.2972,4.0746,1.99,93,100,1.54,FR,"Dec 05, 2022, Mon, 17:00"
140,belmonte,64.7317,177.5061,-4.07,92,100,34.0,RU,"Dec 05, 2022, Mon, 17:00"
141,bubaque,-6.6387,-51.9788,22.37,96,79,0.62,BR,"Dec 05, 2022, Mon, 17:00"
142,kruisfontein,-38.5545,-58.7393,32.99,27,6,4.95,AR,"Dec 05, 2022, Mon, 17:00"
143,alvand,-46.2817,169.8464,9.21,87,100,2.71,NZ,"Dec 05, 2022, Mon, 17:00"
144,cherskiy,39.3691,17.1329,14.21,76,94,2.25,IT,"Dec 05, 2022, Mon, 17:00"
145,hamada,69.494,88.3908,-4.12,96,100,5.85,RU,"Dec 05, 2022, Mon, 17:00"
146,husavik,63.7496,-68.5192,-17.14,96,100,1.02,CA,"Dec 05, 2022, Mon, 17:00"
147,troyes,65.2824,-126.8327,-28.98,76,75,4.63,CA,"Dec 05, 2022, Mon, 17:00"
148,anadyr,40.6781,8.6173,6.25,66,100,2.1,IT,"Dec 05, 2022, Mon, 17:00"
149,sao felix do xingu,-11.7626,130.6321,26.57,74,100,0.98,AU,"Dec 05, 2022, Mon, 17:00"
150,necochea,-41.8682,-73.8287,13.86,97,95,5.54,CL,"Dec 05, 2022, Mon, 17:00"
151,kaitangata,55.2834,-114.769,-19.01,65,75,6.17,CA,"Dec 05, 2022, Mon, 17:00"
152,ciro marina,57.5053,-1.7813,5.39,74,76,8.8,GB,"Dec 05, 2022, Mon, 17:00"
153,talnakh,-20.2095,57.7706,24.14,80,64,6.82,MU,"Dec 05, 2022, Mon, 17:00"
154,iqaluit,45.5202,-122.6742,8.45,76,20,1.54,US,"Dec 05, 2022, Mon, 17:00"
155,norman wells,56.9076,118.2673,-19.57,75,100,2.51,RU,"Dec 05, 2022, Mon, 17:00"
156,muros,-25.2986,152.8535,23.13,75,0,3.96,AU,"Dec 05, 2022, Mon, 17:00"
157,nguiu,50.675,113.5893,-10.94,66,100,10.69,RU,"Dec 05, 2022, Mon, 17:00"
158,ancud,60.3963,-1.3537,5.84,67,100,9.59,GB,"Dec 05, 2022, Mon, 17:00"
159,slave lake,4.1482,96.1339,23.05,93,100,1.52,ID,"Dec 05, 2022, Mon, 17:00"
160,peterhead,65.9623,78.3719,-11.83,94,36,5.3,RU,"Dec 05, 2022, Mon, 17:00"
161,quatre cocos,71.965,114.0939,-24.97,89,100,8.98,RU,"Dec 05, 2022, Mon, 17:00"
162,portland,35.0111,132.2213,8.1,59,85,5.64,JP,"Dec 05, 2022, Mon, 17:00"
163,chara,-3.7923,102.2624,23.34,91,100,1.18,ID,"Dec 05, 2022, Mon, 17:00"
164,hervey bay,-29.9532,-71.338,17.93,72,20,4.63,CL,"Dec 05, 2022, Mon, 17:00"
165,duldurga,37.5516,59.3273,-1.22,56,5,2.16,TM,"Dec 05, 2022, Mon, 17:00"
166,brae,64.5011,-165.4064,-0.96,86,75,8.23,US,"Dec 05, 2022, Mon, 17:00"
167,meulaboh,-2.5735,150.7952,27.66,77,95,2.29,PG,"Dec 05, 2022, Mon, 17:00"
168,urengoy,43.9052,81.2748,-7.22,95,100,1.13,CN,"Dec 05, 2022, Mon, 17:00"
169,saskylakh,22.4023,-99.6028,23.34,42,2,0.86,MX,"Dec 05, 2022, Mon, 17:00"
170,gotsu,33.2706,35.2002,17.27,67,0,1.02,LB,"Dec 05, 2022, Mon, 17:00"
171,bengkulu,66.7656,123.3741,-28.87,98,100,1.46,RU,"Dec 05, 2022, Mon, 17:00"
172,coquimbo,12.1806,125.5074,26.48,77,100,3.97,PH,"Dec 05, 2022, Mon, 17:00"
173,artyk,63.8257,20.2631,-2.79,93,0,3.09,SE,"Dec 05, 2022, Mon, 17:00"
174,nome,47.1748,125.8813,-19.37,91,12,4.44,CN,"Dec 05, 2022, Mon, 17:00"
175,kavieng,-1.8243,-44.873,25.15,83,36,2.34,BR,"Dec 05, 2022, Mon, 17:00"
176,yining,-23.698,133.8808,30.76,13,2,3.6,AU,"Dec 05, 2022, Mon, 17:00"
177,ciudad del maiz,62.0983,126.6998,-25.18,96,100,2.53,RU,"Dec 05, 2022, Mon, 17:00"
178,sur,35.3737,-83.226,8.86,95,100,0.0,US,"Dec 05, 2022, Mon, 17:00"
179,zhigansk,38.035,14.0245,15.48,63,86,3.13,IT,"Dec 05, 2022, Mon, 17:00"
180,san policarpo,43.4411,41.7437,-2.39,92,75,2.71,RU,"Dec 05, 2022, Mon, 17:00"
181,umea,17.6688,80.894,18.18,83,97,0.23,IN,"Dec 05, 2022, Mon, 17:00"
182,mingshui,-11.0967,-77.6129,20.67,77,10,3.98,PE,"Dec 05, 2022, Mon, 17:00"
183,cururupu,48.4283,-123.365,5.42,77,100,4.02,CA,"Dec 05, 2022, Mon, 17:00"
184,alice springs,12.2188,125.4822,26.23,78,100,3.71,PH,"Dec 05, 2022, Mon, 17:00"
185,berdigestyakh,-17.382,49.41,23.72,83,60,0.81,MG,"Dec 05, 2022, Mon, 17:00"
186,sylva,21.581,39.1654,25.95,73,0,1.54,SA,"Dec 05, 2022, Mon, 17:00"
187,cefalu,43.8602,20.1365,0.35,92,62,1.05,RS,"Dec 05, 2022, Mon, 17:00"
188,teberda,64.4237,-173.2274,-0.56,80,100,14.0,RU,"Dec 05, 2022, Mon, 17:00"
189,bhadrachalam,-2.033,147.2789,26.69,81,100,1.96,PG,"Dec 05, 2022, Mon, 17:00"
190,hualmay,11.691,9.3391,20.63,19,9,3.6,NG,"Dec 05, 2022, Mon, 17:00"
191,victoria,-2.9494,25.9184,19.77,99,100,0.92,CD,"Dec 05, 2022, Mon, 17:00"
192,alugan,9.7423,-63.1889,24.28,84,81,2.49,VE,"Dec 05, 2022, Mon, 17:00"
193,fenoarivo atsinanana,40.8089,-96.7078,3.69,60,0,8.23,US,"Dec 05, 2022, Mon, 17:00"
194,jiddah,51.5195,20.0338,3.52,10,100,2.35,PL,"Dec 05, 2022, Mon, 17:00"
195,lucani,60.7922,-161.7558,1.19,75,20,7.2,US,"Dec 05, 2022, Mon, 17:00"
196,provideniya,41.3625,-92.051,8.07,61,100,2.76,US,"Dec 05, 2022, Mon, 17:00"
197,lorengau,35.6876,-105.9385,12.2,46,20,7.2,US,"Dec 05, 2022, Mon, 17:00"
198,dutse,-32.9978,17.9456,15.15,78,76,6.35,ZA,"Dec 05, 2022, Mon, 17:00"
199,kindu,51.6211,-3.8116,7.3,85,100,6.43,GB,"Dec 05, 2022, Mon, 17:00"
200,maturin,-14.2413,129.5209,29.49,71,79,3.07,AU,"Dec 05, 2022, Mon, 17:00"
201,lincoln,55.1497,124.7376,-29.72,99,65,1.38,RU,"Dec 05, 2022, Mon, 17:00"
202,tomaszow mazowiecki,50.0432,132.1675,-20.88,98,100,0.94,RU,"Dec 05, 2022, Mon, 17:00"
203,bethel,14.6934,-17.4479,25.07,73,0,2.06,SN,"Dec 05, 2022, Mon, 17:00"
204,harper,7.5273,-12.502,26.1,83,76,1.01,SL,"Dec 05, 2022, Mon, 17:00"
205,santa fe,29.0331,21.5482,17.65,36,2,3.8,LY,"Dec 05, 2022, Mon, 17:00"
206,saldanha,-13.3447,-176.2136,27.89,69,93,3.31,WF,"Dec 05, 2022, Mon, 17:00"
207,baglan,46.064,30.4503,4.26,76,100,6.64,UA,"Dec 05, 2022, Mon, 17:00"
208,port keats,43.7704,124.7657,-11.22,52,0,5.44,CN,"Dec 05, 2022, Mon, 17:00"
209,tynda,1.5574,110.344,25.03,94,40,1.03,MY,"Dec 05, 2022, Mon, 17:00"
210,tyrma,-2.5389,112.9494,23.02,98,100,0.17,ID,"Dec 05, 2022, Mon, 17:00"
211,dakar,41.1415,-73.3579,7.32,61,0,2.57,US,"Dec 05, 2022, Mon, 17:00"
212,bonthe,27.9695,-97.7732,28.4,57,70,5.48,US,"Dec 05, 2022, Mon, 17:00"
213,jalu,51.1601,94.4652,-27.29,92,94,0.62,RU,"Dec 05, 2022, Mon, 17:00"
214,halalo,60.9127,-46.0453,6.14,71,76,4.84,GL,"Dec 05, 2022, Mon, 17:00"
215,zatoka,49.2216,143.1016,-13.16,78,5,3.27,RU,"Dec 05, 2022, Mon, 17:00"
216,gongzhuling,63.427,-20.2693,4.28,69,47,2.03,IS,"Dec 05, 2022, Mon, 17:00"
217,kuching,72.7847,-56.147,-3.04,82,29,4.72,GL,"Dec 05, 2022, Mon, 17:00"
218,sampit,45.7823,8.6903,4.56,95,0,2.57,IT,"Dec 05, 2022, Mon, 17:00"
219,westport,60.7328,77.6008,-13.71,96,98,3.42,RU,"Dec 05, 2022, Mon, 17:00"
220,san patricio,9.2481,29.8004,25.27,34,3,2.37,SS,"Dec 05, 2022, Mon, 17:00"
221,bay-khaak,42.0258,35.1481,11.14,80,98,2.56,TR,"Dec 05, 2022, Mon, 17:00"
222,narsaq,9.407,45.0636,18.93,51,8,2.01,SO,"Dec 05, 2022, Mon, 17:00"
223,poronaysk,39.6008,-110.8063,5.57,56,75,2.06,US,"Dec 05, 2022, Mon, 17:00"
224,vestmannaeyjar,61.275,108.0097,-10.72,90,100,6.46,RU,"Dec 05, 2022, Mon, 17:00"
225,upernavik,62.4541,-114.3774,-31.55,68,20,4.63,CA,"Dec 05, 2022, Mon, 17:00"
226,ternate,6.7947,81.5083,22.37,93,100,1.02,LK,"Dec 05, 2022, Mon, 17:00"
227,strezhevoy,34.1642,77.5848,-8.71,50,49,0.61,IN,"Dec 05, 2022, Mon, 17:00"
228,bentiu,32.3087,-90.1983,22.01,85,100,4.12,US,"Dec 05, 2022, Mon, 17:00"
229,sinop,48.6542,-53.1103,2.34,93,100,6.29,CA,"Dec 05, 2022, Mon, 17:00"
230,odweyne,78.2232,15.6464,-13.85,66,75,10.29,SJ,"Dec 05, 2022, Mon, 17:00"
231,price,14.8953,-24.4969,22.57,68,32,3.02,CV,"Dec 05, 2022, Mon, 17:00"
232,yerbogachen,-37.9977,-57.5483,29.32,78,0,8.49,AR,"Dec 05, 2022, Mon, 17:00"
233,yellowknife,-30.3296,149.7814,25.25,50,2,0.89,AU,"Dec 05, 2022, Mon, 17:00"
234,wattegama,54.8408,61.127,-23.96,100,94,0.77,RU,"Dec 05, 2022, Mon, 17:00"
235,leh,16.0593,-61.7637,24.76,74,97,4.41,GP,"Dec 05, 2022, Mon, 17:00"
236,jackson,-20.729,139.4932,29.92,37,0,4.63,AU,"Dec 05, 2022, Mon, 17:00"
237,bonavista,43.1118,-3.907,11.87,90,100,2.77,ES,"Dec 05, 2022, Mon, 17:00"
238,longyearbyen,-35.3622,150.4752,17.67,68,41,4.37,AU,"Dec 05, 2022, Mon, 17:00"
239,sao filipe,-27.1823,151.2634,27.77,37,0,1.79,AU,"Dec 05, 2022, Mon, 17:00"
240,mar del plata,20.8894,-156.4727,27.99,68,20,7.2,US,"Dec 05, 2022, Mon, 17:00"
241,narrabri,55.7433,-97.8635,-28.9,69,20,3.09,CA,"Dec 05, 2022, Mon, 17:00"
242,deputatskiy,0.1237,117.4717,25.17,87,100,0.35,ID,"Dec 05, 2022, Mon, 17:00"
243,vieux-habitants,42.0597,-93.8802,3.51,65,75,7.2,US,"Dec 05, 2022, Mon, 17:00"
244,mount isa,-15.6282,-63.0841,26.63,67,100,2.76,BO,"Dec 05, 2022, Mon, 17:00"
245,luena,17.0175,54.1011,23.04,56,0,3.09,OM,"Dec 05, 2022, Mon, 17:00"
246,ulladulla,51.8439,41.4704,-8.67,54,7,1.71,RU,"Dec 05, 2022, Mon, 17:00"
247,dalby,13.581,-2.4177,27.55,22,93,3.55,BF,"Dec 05, 2022, Mon, 17:00"
248,kahului,-41.4341,147.1373,14.45,59,75,9.77,AU,"Dec 05, 2022, Mon, 17:00"
249,thompson,-38.7177,-62.2655,34.27,24,20,7.72,AR,"Dec 05, 2022, Mon, 17:00"
250,bontang,35.1522,140.3207,6.82,94,100,9.02,JP,"Dec 05, 2022, Mon, 17:00"
251,dicabisagan,56.8889,21.1825,-3.04,88,100,3.69,LV,"Dec 05, 2022, Mon, 17:00"
252,boone,-2.1044,-56.4877,26.67,73,57,0.89,BR,"Dec 05, 2022, Mon, 17:00"
253,urubicha,-3.3082,129.0011,23.95,84,83,1.3,ID,"Dec 05, 2022, Mon, 17:00"
254,salalah,-8.4903,140.3956,25.75,81,97,3.23,ID,"Dec 05, 2022, Mon, 17:00"
255,zherdevka,44.0097,87.3061,-10.62,79,0,2.0,CN,"Dec 05, 2022, Mon, 17:00"
256,ouahigouya,-42.1159,171.8635,18.43,49,70,1.52,NZ,"Dec 05, 2022, Mon, 17:00"
257,launceston,-10.1632,123.6018,24.23,94,20,1.03,ID,"Dec 05, 2022, Mon, 17:00"
258,bahia blanca,-6.9732,-34.8352,26.38,76,14,5.33,BR,"Dec 05, 2022, Mon, 17:00"
259,katsuura,65.844,44.2441,-9.57,93,99,4.68,RU,"Dec 05, 2022, Mon, 17:00"
260,pavilosta,65.6153,-37.6378,-3.72,62,27,2.81,GL,"Dec 05, 2022, Mon, 17:00"
261,terra santa,59.0912,56.0847,-15.14,98,85,1.31,RU,"Dec 05, 2022, Mon, 17:00"
262,amahai,62.7145,56.1854,-17.99,99,98,2.08,RU,"Dec 05, 2022, Mon, 17:00"
263,merauke,-45.4145,167.7175,8.59,97,100,1.66,NZ,"Dec 05, 2022, Mon, 17:00"
264,changji,50.0187,-66.8757,0.29,76,100,6.7,CA,"Dec 05, 2022, Mon, 17:00"
265,reefton,68.537,146.1873,-39.23,96,85,1.39,RU,"Dec 05, 2022, Mon, 17:00"
266,kupang,65.7336,150.8933,-45.56,98,37,1.99,RU,"Dec 05, 2022, Mon, 17:00"
267,cabedelo,36.2957,-76.2248,11.12,83,0,2.57,US,"Dec 05, 2022, Mon, 17:00"
268,mezen,20.225,-97.5931,26.18,78,69,1.85,MX,"Dec 05, 2022, Mon, 17:00"
269,tazovskiy,58.1541,41.609,-10.28,86,100,2.92,RU,"Dec 05, 2022, Mon, 17:00"
270,tasiilaq,22.9324,57.5311,18.51,66,0,0.52,OM,"Dec 05, 2022, Mon, 17:00"
271,pozhva,-8.2383,-35.4617,21.3,92,52,2.94,BR,"Dec 05, 2022, Mon, 17:00"
272,troitsko-pechorsk,36.9561,36.1992,13.46,62,21,1.56,TR,"Dec 05, 2022, Mon, 17:00"
273,te anau,39.6134,2.8804,11.64,93,20,2.57,ES,"Dec 05, 2022, Mon, 17:00"
274,port-cartier,24.4054,76.6763,15.81,47,0,2.03,IN,"Dec 05, 2022, Mon, 17:00"
275,belaya gora,24.2275,73.3532,14.92,53,0,2.56,IN,"Dec 05, 2022, Mon, 17:00"
276,zyryanka,6.7269,-3.4968,23.59,84,72,1.33,CI,"Dec 05, 2022, Mon, 17:00"
277,elizabeth city,-8.7676,160.7034,28.45,70,99,1.22,SB,"Dec 05, 2022, Mon, 17:00"
278,lazaro cardenas,6.1978,102.171,24.67,91,100,2.56,MY,"Dec 05, 2022, Mon, 17:00"
279,susanino,38.0968,-3.7766,15.08,85,100,0.65,ES,"Dec 05, 2022, Mon, 17:00"
280,nizwa,-14.2502,31.3298,21.3,63,85,1.94,ZM,"Dec 05, 2022, Mon, 17:00"
281,cha grande,50.6683,156.1154,-4.83,76,98,9.34,RU,"Dec 05, 2022, Mon, 17:00"
282,erzin,-33.9617,25.6208,16.06,88,0,6.69,ZA,"Dec 05, 2022, Mon, 17:00"
283,vila,11.6645,92.739,26.83,83,99,9.37,IN,"Dec 05, 2022, Mon, 17:00"
284,barbar,47.4001,24.7435,2.22,99,100,0.48,RO,"Dec 05, 2022, Mon, 17:00"
285,malwan,37.8225,-25.5195,17.29,100,75,7.2,PT,"Dec 05, 2022, Mon, 17:00"
286,mahadday weyne,14.3158,2.0848,28.26,18,93,4.28,NE,"Dec 05, 2022, Mon, 17:00"
287,abengourou,18.2949,83.8939,19.4,85,40,2.34,IN,"Dec 05, 2022, Mon, 17:00"
288,auki,69.3497,87.7602,-4.15,100,100,7.16,RU,"Dec 05, 2022, Mon, 17:00"
289,tumpat,-20.3297,-40.292,23.97,87,0,5.14,BR,"Dec 05, 2022, Mon, 17:00"
290,bailen,-28.7732,114.6096,20.19,88,75,5.14,AU,"Dec 05, 2022, Mon, 17:00"
291,petauke,69.7028,170.2747,-29.15,83,20,1.69,RU,"Dec 05, 2022, Mon, 17:00"
292,severo-kurilsk,-35.3318,-72.4119,17.7,64,5,7.42,CL,"Dec 05, 2022, Mon, 17:00"
